Date,dam_Houayho,dam_Zibihe,dam_Huai Kum,dam_Jinghong,dam_Xe Kaman 3,dam_Sirindhorn,dam_Lower Sesan II,dam_Krong Buk Ha,dam_Ubol Ratana,dam_Lam Pao,dam_Xe Kaman 1,dam_Nam Mang 3,dam_Haixihai,dam_Nam Ngum 5,dam_Buon Kuop,dam_Nam Ngum,dam_Plei Krong,dam_Manwan,dam_Nam Theun 2,dam_Chulabhorn,dam_Nuozhadu,dam_Lamtakhong,dam_Lamphraphloeng,dam_Tabsalao,dam_Pak Mun,dam_Nam Pung,dam_Ea Soup Thuong,dam_Dachaoshan,dam_Se San IV,dam_Nam Leuk,dam_Xiaowan,dam_Gongguoqiao,dam_Nam Ngum 2,dam_Lamnangrong,dam_Danhim,dam_Ham Thuan 1,rw_242,rw_34,rw_239,rw_223
2014-10-06,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,19.688928163390848,6.114048014099161,6.684037833862336,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,28.46744178340629,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,1.97,3.31,0.34,2.95
2014-10-07,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,19.688928163390848,6.114048014099161,6.684037833862336,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,28.46744178340629,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,1.3,3.74,0.06,2.57
2014-10-08,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,19.688928163390848,6.114048014099161,6.684037833862336,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,21.78000443935515,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,1.09,3.0,0.11,2.69
2014-10-09,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,19.688928163390848,6.114048014099161,6.684037833862336,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,21.78000443935515,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,1.41,2.68,0.17,2.47
2014-10-10,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,19.688928163390848,6.114048014099161,6.684037833862336,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,21.78000443935515,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,0.82,2.76,0.43,2.46
2014-10-11,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,19.688928163390848,6.114048014099161,6.684037833862336,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,21.78000443935515,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,0.77,3.03,0.82,3.02
2014-10-12,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,19.688928163390848,6.114048014099161,6.684037833862336,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,21.78000443935515,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,0.48,3.07,1.0,3.13
2014-10-13,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,20.68379146734566,6.114048014099161,7.902190603820831,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,17.903718645070438,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,0.71,3.94,0.9,3.4
2014-10-14,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,20.68379146734566,6.114048014099161,7.902190603820831,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,17.903718645070438,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,0.64,4.23,1.22,3.39
2014-10-15,24.81190742283817,8.692342955009856,1.8739473737792922,29.84551982403555,1.3059051459350564,210.0299136262795,32.95118514266377,10.20471170539587,218.6186105412189,196.4735549077652,0.7915569991687241,10.317684519138444,3.829824285054515,5.754096886333957,6.048333431204138,459.35668272311517,45.02462403559022,32.90181432646349,305.2967895438813,6.47830963861084,277.7673462226493,20.68379146734566,6.114048014099161,7.902190603820831,44.37177384196677,9.511251798156843,10.507766826380138,27.35064760307949,37.690024142487424,11.261302955225416,198.72126813324158,17.903718645070438,104.23693820657455,14.137797461242599,8.07031358180771,24.888317915527548,1.5,4.21,1.19,3.55
